Article Name,NER Name Extracted
How will Durango City Council candidates address the.txt,"('Asia-Pacific', 'LOCATION'), ('U.S.', 'LOCATION'), ('Congressional', 'ORGANIZATION'), ('Bourdeaux', 'PERSON'), ('Speier', 'PERSON'), ('Durango Herald', 'ORGANIZATION'), ('HHS', 'ORGANIZATION'), ('Green Business Durango', 'ORGANIZATION'), ('D-Ga.', 'LOCATION'), ('Lofgren', 'PERSON'), ('Patty Murray', 'PERSON'), ('Southwest Wildfire Impact Fund', 'ORGANIZATION'), ('Ron Wyden', 'PERSON'), ('D-N.Y.', 'LOCATION'), ('Small Business Administration', 'ORGANIZATION'), ('Capitol', 'LOCATION'), ('Justice Department', 'ORGANIZATION'), ('Guzman', 'PERSON'), ('Sheila Jackson Lee', 'PERSON'), ('D-Calif.', 'LOCATION'), ('Jackson Lee', 'PERSON'), ('Furtney', 'PERSON'), ('Frank Lockwood', 'PERSON'), ('Durang', 'PERSON'), ('Bobby Scott', 'PERSON'), ('R-Va.', 'LOCATION'), ('INTERIOR', 'ORGANIZATION'), ('R-Calif.', 'LOCATION'), ('Xavier Becerra', 'PERSON'), ('Nancy Pelosi', 'PERSON'), ('Lucille Roybal-Allard', 'PERSON'), ('Colorado', 'LOCATION'), ('Youssef', 'PERSON'), ('Interior', 'ORGANIZATION'), ('Jerry Moran', 'PERSON'), ('McCorry', 'PERSON'), ('Congress', 'ORGANIZATION'), ('D-Va.', 'LOCATION'), ('La Plata Electric Association', 'ORGANIZATION'), ('Department of Health and Human Services', 'ORGANIZATION'), ('Cynthia Lummis', 'PERSON'), ('Jackie Speier', 'PERSON'), ('House', 'ORGANIZATION'), ('Durango', 'LOCATION'), ('D-Del.', 'LOCATION'), ('Debra Haaland', 'PERSON'), ('Hickenlooper', 'PERSON'), ('Zoe Lofgren', 'PERSON'), ('D-Ore.', 'LOCATION'), ('Electoral College', 'ORGANIZATION'), ('America', 'LOCATION'), ('Jessika Buell', 'PERSON'), ('Becerra', 'PERSON'), ('House Intelligence Committee', 'ORGANIZATION'), ('Isabella Guzman', 'PERSON'), ('Shannon Mullane', 'PERSON'), ('New Mexico', 'LOCATION'), ('Pine River Valley', 'LOCATION'), ('Rocky Mountain Restoration Initiative', 'ORGANIZATION'), ('D-Wash.', 'LOCATION'), ('Katherine C. Tai', 'PERSON'), ('Lake Nighthorse', 'LOCATION'), ('Loveland', 'LOCATION'), ('Victoria Spartz', 'PERSON'), ('Bob Good', 'PERSON'), ('Buell', 'PERSON'), ('Harrison Wendt', 'PERSON'), ('Durango City Council', 'ORGANIZATION'), ('House Ways and Means Committee', 'ORGANIZATION'), ('R-Wyo.', 'LOCATION'), ('Carolyn Bourdeaux', 'PERSON'), ('Jerrold Nadler', 'PERSON'), ('Roybal-Allard', 'PERSON'), ('Scott', 'PERSON'), ('Durango Fire Protection District', 'ORGANIZATION'), ('Wildfire Adapted Partnership', 'ORGANIZATION'), ('Paycheck Protection Program', 'ORGANIZATION'), ('Kevin McCarthy', 'PERSON'), ('Melissa Youssef', 'PERSON'), ('D-Calif', 'LOCATION'), ('Eric Swalwell', 'PERSON'), ('U.S. Chamber of Commerce', 'ORGANIZATION'), ('Hickenlooper Co', 'ORGANIZATION'), ('Pelosi', 'PERSON'), ('Bosmans', 'ORGANIZATION'), ('House of Representatives', 'ORGANIZATION'), ('Wendt', 'PERSON'), ('R-Ind.', 'LOCATION'), ('Tom McClintock', 'PERSON'), ('Olivier Bosmans', 'PERSON'), ('City Council', 'ORGANIZATION'), ('California', 'LOCATION'), ('SBA', 'ORGANIZATION'), ('D-Minn.', 'LOCATION'), ('Daily Re', 'ORGANIZATION'), ('Senate', 'ORGANIZATION'), ('Amy Klobuchar', 'PERSON'), ('Tom Carper', 'PERSON'), ('Lockwood', 'PERSON'), ('Nadler', 'PERSON'), ('Haaland', 'PERSON'), ('Bennet', 'PERSON'), ('Tai', 'PERSON'), ('R-Kan.', 'LOCATION'), ('D-Texas', 'LOCATION')"
How_fuel_sources_weather_and_topography_influence__Denver_Post_The_CO___August_22_2020__p9A.txt,"('Berino', 'PERSON'), ('Summit Fire & EMS', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Torben Grumstrup', 'PERSON'), ('Fire Sciences Laboratory', 'ORGANIZATION'), ('Missoula', 'LOCATION'), ('Grumstrup', 'PERSON'), ('Jeff Berino', 'PERSON'), ('Ho', 'PERSON'), ('Greater Eagle Fire Protection District', 'ORGANIZATION'), ('Ross Wilmore', 'PERSON'), ('Mont', 'PERSON'), ('White River National Forest', 'LOCATION'), ('United States', 'LOCATION'), ('Colorado Mountain College', 'ORGANIZATION')"
How_much_damage_does_climate_change__Colorado_Sun_The_CO___May_25_2021.txt,"('Grand County', 'LOCATION'), ('Colorado Sun', 'ORGANIZATION'), ('University of California Berkeley', 'ORGANIZATION'), ('Rube Goldberg', 'PERSON'), ('Ghana', 'LOCATION'), ('AQCC', 'ORGANIZATION'), ('U.S.', 'LOCATION'), ('Massachusetts Institute of T', 'ORGANIZATION'), ('PUC', 'ORGANIZATION'), ('Atmos Energy', 'ORGANIZATION'), ('Denver', 'LOCATION'), ('Gulf Coast', 'LOCATION'), ('Washington', 'LOCATION'), ('Maine', 'LOCATION'), ('Barack Obama', 'PERSON'), ('Chris Hansen', 'PERSON'), ('Pindyck', 'PERSON'), ('Jonathan Adelman', 'PERSON'), ('George W. Bush', 'PERSON'), ('Maximilian Auffhammer', 'PERSON'), ('MIT', 'ORGANIZATION'), ('Robert Pindyck', 'PERSON'), ('National Oceanic and Atmospheric Administration', 'ORGANIZATION'), ('Joe Biden', 'PERSON'), ('Colorado', 'LOCATION'), ('James Madison', 'PERSON'), ('Accra', 'LOCATION'), ('Xcel Energy', 'ORGANIZATION'), ('Colorado Public Utilities Commission', 'ORGANIZATION'), ('Bagerhat District', 'LOCATION'), ('Wagner', 'PERSON'), ('Mississippi', 'LOCATION'), ('California', 'LOCATION'), ('Jared Polis', 'PERSON'), ('Kevin Rennert', 'PERSON'), ('Xcel', 'ORGANIZATION'), ('Gernot Wagner', 'PERSON'), ('Supreme Court', 'ORGANIZATION'), ('Energy Information Administration', 'ORGANIZATION'), ('Norway', 'LOCATION'), ('Environmental Protection Agency', 'ORGANIZATION'), ('New York University', 'ORGANIZATION'), ('Atlantic Ocean sea', 'LOCATION'), ('Auffhammer', 'PERSON'), ('Interagency Working Group', 'ORGANIZATION'), ('Bangladesh', 'LOCATION'), ('Mark Jaffe', 'PERSON'), ('Air Quality Control Commission', 'ORGANIZATION'), ('Comanche', 'ORGANIZATION'), ('Oslo', 'LOCATION'), ('Adelman', 'PERSON'), ('House', 'ORGANIZATION'), ('Matt Gerhart', 'PERSON'), ('Sierra Club', 'ORGANIZATION'), ('Senate', 'ORGANIZATION'), ('Hansen', 'PERSON'), ('Bill', 'PERSON'), ('NYU', 'ORGANIZATION'), ('Ho', 'PERSON'), ('Alabama', 'LOCATION'), ('Biden', 'PERSON'), ('Pueblo', 'LOCATION'), ('Obama', 'PERSON'), ('Hurricane Zeta', 'ORGANIZATION'), ('Louisiana', 'LOCATION')"
Ice Fire west of Silverton grows to 508 acres 15 contained  .txt,"('Esther Godson', 'PERSON'), ('Grand Junction', 'LOCATION'), ('San Juan County', 'LOCATION'), (""Sheriff 's Office"", 'ORGANIZATION'), ('Southwest Colorado', 'LOCATION'), ('U.S.', 'LOCATION'), ('San Juan Mountains Association', 'ORGANIZATION'), ('Mineral Creek', 'LOCATION'), ('West', 'LOCATION'), ('Denver', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('Island Lake', 'LOCATION'), ('National Weather Service', 'ORGANIZATION'), ('Fort Lewis College', 'ORGANIZATION'), ('Lime Creek', 'LOCATION'), ('Schoradt', 'PERSON'), ('Silverton', 'LOCATION'), ('Carbondale', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Brad Pietruszka', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Durango Herald', 'ORGANIZATION'), ('Brent Schoradt', 'PERSON'), ('Molas Pass', 'LOCATION'), ('San Juan National Forest Type', 'ORGANIZATION'), ('SJMA', 'ORGANIZATION'), ('Bruce Conrad', 'PERSON'), ('Ice Lake', 'LOCATION'), ('California', 'LOCATION'), ('Photos Advertisement Advertisement Advertisement Ice Lake Fire Advertisement Advertisement Advertisement The Ice Lake Fire', 'ORGANIZATION'), ('San Juan Mountains', 'LOCATION'), ('Greg Anson', 'PERSON'), ('Jonathan Thompson', 'PERSON'), ('OpenURL Link Co', 'ORGANIZATION'), ('Jonathan Romeo', 'PERSON'), ('South Mineral Road', 'LOCATION'), ('Godson', 'PERSON'), ('South Mineral Road ( Forest Service Road', 'LOCATION'), ('Conrad', 'PERSON'), ('Heidi Steltzer', 'PERSON'), ('Walter', 'PERSON'), ('Durang', 'PERSON'), ('Steltzer', 'PERSON'), ('Anson', 'PERSON'), ('Erin Walter', 'PERSON'), ('Denver Post', 'ORGANIZATION')"
Ice_Fire_reaches_30_containment_despite_high__Journal_The_Cortez_Dolores_Mancos_CO___October_23_2020.txt,"('South Mineral Creek', 'LOCATION'), ('San Juan County', 'LOCATION'), ('Southwest Colorado', 'LOCATION'), ('Mineral Creek', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('Silverton', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Brad Pietruszka', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Durango Herald', 'ORGANIZATION'), ('Jo', 'PERSON'), ('South Mineral Creek Road', 'LOCATION'), ('Bruce Conrad', 'PERSON'), ('Lyon', 'ORGANIZATION'), ('Lyon', 'PERSON'), ('Mancos', 'LOCATION'), ('Andy Lyon', 'PERSON'), ('Manco', 'ORGANIZATION'), ('Jonathan Romeo', 'PERSON'), ('Lyon', 'LOCATION'), ('Dolores', 'PERSON'), ('Pietruszka', 'PERSON')"
Ice_Fire_slows_but_high_winds_Thursday_raise__Durango_Herald_The_CO___October_21_2020.txt,"('Andy Lyon', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Brad Pietruszka', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Lyon', 'LOCATION'), ('South Mineral Creek', 'LOCATION'), ('San Juan County', 'LOCATION'), ('Southwest Colorado', 'LOCATION'), ('Mineral Creek', 'LOCATION'), ('Lyon', 'PERSON'), ('South Mineral Creek Road', 'LOCATION'), ('Bruce Conrad', 'PERSON'), ('San Juan National Forest', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('Durang', 'PERSON'), ('Jonathan Romeo', 'PERSON'), ('Pietruszka', 'PERSON'), ('Silverton', 'LOCATION')"
Ice_Fire_west_of_Silverton_grows_to_508_acres_15__Durango_Herald_The_CO___October_20_2020.txt,"('Esther Godson', 'PERSON'), ('Grand Junction', 'LOCATION'), ('San Juan County', 'LOCATION'), (""Sheriff 's Office"", 'ORGANIZATION'), ('Southwest Colorado', 'LOCATION'), ('U.S.', 'LOCATION'), ('San Juan Mountains Association', 'ORGANIZATION'), ('Mineral Creek', 'LOCATION'), ('West', 'LOCATION'), ('Jonathan T hompson', 'PERSON'), ('Herald', 'ORGANIZATION'), ('San Juan National Forest', 'LOCATION'), ('Island Lake', 'LOCATION'), ('National Weather Service', 'ORGANIZATION'), ('Fort Lewis College', 'ORGANIZATION'), ('Lime Creek', 'LOCATION'), ('Schoradt', 'PERSON'), ('Silverton', 'LOCATION'), ('Carbondale', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Brad Pietruszka', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Molas Pass', 'LOCATION'), ('Brent Schoradt', 'PERSON'), ('San Juan National Forest Type', 'ORGANIZATION'), ('SJMA', 'ORGANIZATION'), ('Bruce Conrad', 'PERSON'), ('Ice Lake', 'LOCATION'), ('California', 'LOCATION'), ('Photos Advertisement Advertisement Advertisement Ice Lake Fire Advertisement Advertisement Advertisement The Ice Lake Fire', 'ORGANIZATION'), ('San Juan Mountains', 'LOCATION'), ('Greg Anson', 'PERSON'), ('Jonathan Romeo', 'PERSON'), ('South Mineral Road', 'LOCATION'), ('Godson', 'PERSON'), ('South Mineral Road ( Forest Service Road', 'LOCATION'), ('Conrad', 'PERSON'), ('Heidi Steltzer', 'PERSON'), ('Walter', 'PERSON'), ('Durang', 'PERSON'), ('Steltzer', 'PERSON'), ('Anson', 'PERSON'), ('Erin Walter', 'PERSON')"
Illegal_campfires_plague_San_Juan_National_Forest__Durango_Herald_The_CO___June_4_2020.txt,"('Esther Godson', 'PERSON'), ('Columbine', 'LOCATION'), ('San Juan County', 'LOCATION'), ('Southwest Colorado', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('San Juan Natio', 'LOCATION'), ('Dolores', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('La Plata County', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Upper Pine River Fire Protection District', 'ORGANIZATION'), ('Doughty', 'PERSON'), ('Purple Cliffs', 'LOCATION'), ('Heather Cave', 'PERSON'), ('Jonathan Romeo', 'PERSON'), ('Durango Fire Protection District', 'ORGANIZATION'), ('Durango', 'LOCATION'), ('Bruce Evans', 'PERSON'), ('Godson', 'PERSON'), ('Hal Doughty', 'PERSON'), ('Upper Pine River Fire Protection District', 'LOCATION'), ('Pagosa Springs', 'LOCATION'), ('Eric Coulter', 'PERSON'), ('Durang', 'PERSON'), ('Cave', 'PERSON')"
In Denver visit Interior Secretary Deb Haaland pledges feder.txt,"('Bureau of Reclamation', 'ORGANIZATION'), ('BizWest Media LLC Co', 'ORGANIZATION'), ('Grand Junction', 'LOCATION'), ('Deb Haaland', 'PERSON'), ('U.S.', 'LOCATION'), ('Colorado River', 'LOCATION'), ('West', 'LOCATION'), ('Denver', 'LOCATION'), ('Rock River Ranches', 'LOCATION'), ('Diana DeGette', 'PERSON'), ('New Mexico', 'LOCATION'), ('Rex Moore', 'PERSON'), ('Colorado State University', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Interior', 'ORGANIZATION'), ('Kate Greenberg', 'PERSON'), ('Becca Jablonski', 'PERSON'), ('Boulder County', 'LOCATION'), ('Steve Ela', 'PERSON'), ('Denver Water Administration', 'ORGANIZATION'), ('Brush News Tribune', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Ela', 'PERSON'), ('Jim Lochhead', 'PERSON'), ('Ridgway', 'PERSON'), ('Ne ws Bank , Inc', 'ORGANIZATION'), ('D-Denver', 'LOCATION'), ('ELA Family Farms', 'ORGANIZATION'), ('Brus h Ne ws Tribune', 'ORGANIZATION'), ('Colorado Proud', 'ORGANIZATION'), ('Colorado River Basin', 'LOCATION'), ('Tanya Trujillo', 'PERSON'), ('Elizabeth Hernandez', 'PERSON'), ('Western Slope', 'LOCATION'), ('Biden', 'PERSON'), ('Jablonski', 'PERSON'), ('Haaland', 'PERSON'), ('Assistant Interior', 'ORGANIZATION'), ('DeGette', 'PERSON'), ('America', 'LOCATION')"
Matriarch_of_Colorado_outdoor_volunteerism__Durango_Herald_The_CO___April_20_2021.txt,"('Fey', 'PERSON'), ('Grossman Scholarship', 'PERSON'), ('Lavorini', 'PERSON'), ('Colorado Sun', 'ORGANIZATION'), ('Lloyd Athearn', 'PERSON'), ('Colorado Fourteeners Initiative', 'ORGANIZATION'), ('High Park', 'LOCATION'), ('Western Colorado University', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Bedwell', 'PERSON'), ('U.S.', 'LOCATION'), ('Herald', 'ORGANIZATION'), ('Civilian Conservation Corps', 'ORGANIZATION'), ('Baker Easley', 'PERSON'), ('VOC', 'ORGANIZATION'), ('Main Street', 'LOCATION'), ('Athearn', 'PERSON'), ('Colorado Youth Corps Association', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Dixon Trail', 'LOCATION'), ('Colorado', 'LOCATION'), ('House Subcommittee on National Parks', 'ORGANIZATION'), ('San Luis Valley', 'LOCATION'), ('Gunnison County', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Rocky Mountain Region', 'LOCATION'), ('Waldo Canyon', 'LOCATION'), ('Jim Bedwell', 'PERSON'), ('Joe Neguse', 'PERSON'), ('Weld County', 'LOCATION'), ('Nathan Fey', 'PERSON'), ('Commerce City', 'LOCATION'), ('Jason Blevins', 'PERSON'), ('Outdoor Colorado', 'LOCATION'), (""Colorado 's Outdoor Recreation Industry Office"", 'ORGANIZATION'), ('Ann', 'PERSON'), ('Colorado Sun BRECKENRIDGE Ann Baker Easley', 'ORGANIZATION'), ('National Forest Foundation', 'ORGANIZATION'), ('Colorado', 'ORGANIZATION'), ('Joe Lavorini', 'PERSON'), ('Biden', 'PERSON'), ('Fourmile Canyon', 'LOCATION'), ('Volunteers for Outdoor Colorado', 'ORGANIZATION'), ('Cheyenne Mountain', 'LOCATION'), ('Durang', 'PERSON'), ('Breckenridge', 'LOCATION')"
Mayor Koenig Larimer BOCC support 21st Century Conservation.txt,"('Jody ShadduckMcNally', 'PERSON'), ('Larimer County', 'LOCATION'), ('Jacki Marsh', 'PERSON'), ('Cameron Peak', 'PERSON'), ('Colorado News', 'ORGANIZATION'), ('John Kefalas', 'PERSON'), ('Jessica Goad', 'PERSON'), ('Eric Mamula', 'PERSON'), ('Breckenridge', 'LOCATION'), ('Stephens', 'PERSON'), ('Joe Biden', 'PERSON'), ('Colorado', 'LOCATION'), ('Civilian Climate Corps', 'ORGANIZATION'), ('Jim Ramey', 'PERSON'), ('Loveland', 'LOCATION'), ('Larimer BOCC', 'ORGANIZATION'), ('Kristen Stephens', 'PERSON'), ('Gunnison County', 'LOCATION'), ('FDR', 'ORGANIZATION'), ('Jonathan Houck', 'PERSON'), ('Congress', 'ORGANIZATION'), ('White House', 'ORGANIZATION'), ('Rocky Mountain National Park', 'LOCATION'), ('Colorado State', 'ORGANIZATION'), ('Koenig', 'PERSON'), ('Mayor Koenig', 'PERSON'), ('Joe Neguse', 'PERSON'), ('21st Century Civilian Climate Corps', 'ORGANIZATION'), ('21st Century Civilian Climate Corp', 'ORGANIZATION'), ('County Commissioners', 'ORGANIZATION'), ('Red Rocks', 'ORGANIZATION'), ('Tim Mosier', 'PERSON'), ('Larimer County Commissioners', 'ORGANIZATION'), ('Wendy Koenig', 'PERSON'), ('Neguse', 'PERSON'), ('21st Century Climate Corps', 'ORGANIZATION'), ('Colorado', 'ORGANIZATION'), ('Outdoor Recreation Legacy Program and Every Kid Outdoors Program', 'ORGANIZATION'), ('Biden', 'PERSON'), ('Corps', 'ORGANIZATION')"
Microgrid feasibility study underway to connect Aspen airpor.txt,"('Cindy Houben', 'PERSON'), ('ABC', 'ORGANIZATION'), ('Airport Business Center', 'ORGANIZATION'), ('RFTA', 'ORGANIZATION'), ('Colorado Department of Local Affairs', 'ORGANIZATION'), ('Bryan Hannegan', 'PERSON'), ('Blue Lake Rancheria', 'LOCATION'), ('Holy Cross Energy', 'ORGANIZATION'), ('Humboldt County', 'LOCATION'), ('Holy Cross', 'ORGANIZATION'), ('California', 'LOCATION'), ('Hendrix', 'PERSON'), ('Jason White', 'PERSON'), ('DOLA', 'ORGANIZATION'), ('Pitkin County', 'LOCATION'), ('Roaring Fork Transportation Authority', 'ORGANIZATION'), ('Aspen-Pitkin County Airport', 'LOCATION'), ('Aspen Fire Protection District', 'ORGANIZATION'), ('Pittsburgh International Airport', 'LOCATION'), ('Europe', 'LOCATION'), ('Colorado Mountain College', 'ORGANIZATION'), ('White', 'PERSON'), ('Aspen', 'LOCATION'), ('North America', 'LOCATION'), ('Zachary Hendrix', 'PERSON'), ('Federal Emergency Management Agency', 'ORGANIZATION'), ('Houben', 'PERSON')"
Mitigation_and_suppression_efforts_in_search_of__Gazette_The_Colorado_Springs_CO___February_27_2021.txt,"('Grand County', 'LOCATION'), ('Mike Morgan', 'PERSON'), ('Pine Gulch', 'LOCATION'), ('Mitigatio', 'PERSON'), ('Perry Will', 'PERSON'), ('Bob Rankin', 'PERSON'), ('House Agriculture , Livestock and Water Committee', 'ORGANIZATION'), ('Colorado State University', 'ORGANIZATION'), ('Bob Cole', 'PERSON'), ('Colorado', 'LOCATION'), ('Bear Creek Lake Park', 'LOCATION'), ('Colorado State Forest Service', 'ORGANIZATION'), ('Department of Public Safety', 'ORGANIZATION'), ('Cherry Creek State Park', 'LOCATION'), ('Steve Fenberg', 'PERSON'), ('Fire Safety and Prevention', 'ORGANIZATION'), ('Southwest Colorado Impact Fund', 'ORGANIZATION'), ('Marc Catlin', 'PERSON'), ('Ellen Roberts', 'PERSON'), ('Jerry Sonnenberg', 'PERSON'), ('Forest Restoration and Wildfire Risk Mitigation Grant Program Cash Fund', 'ORGANIZATION'), ('United Rotorcraft', 'ORGANIZATION'), ('Colorado Politics', 'ORGANIZATION'), ('Collins , Cockrel & Cole', 'ORGANIZATION'), ('Colorado Water Conservation Board', 'ORGANIZATION'), ('Fenberg', 'PERSON'), ('Senate Bill 49', 'ORGANIZATION'), ('House', 'ORGANIZATION'), ('Englewood', 'LOCATION'), ('Senate', 'ORGANIZATION'), ('Bill', 'PERSON'), ('Colorado Springs', 'LOCATION'), ('Mike Lester', 'PERSON'), ('House Finance Committee', 'ORGANIZATION'), ('Colorado Firefighting Air Corps Fund', 'ORGANIZATION'), ('Sonnenberg', 'PERSON'), ('Senate Appropriations Committee', 'ORGANIZATION')"
Montrose_Fire_Protection_District_joins_battle__Montrose_Daily_Press_The_CO___August_25_2020(1).txt,"('Grand Junction', 'LOCATION'), ('Mo', 'PERSON'), ('Pine Gulch', 'LOCATION'), ('Mesa', 'LOCATION'), ('Montrose Fire Protection District', 'ORGANIZATION'), ('Glenwood Canyon', 'LOCATION'), ('Garfield County', 'LOCATION'), ('Glenwood', 'LOCATION'), ('Lookout Mountain', 'LOCATION'), ('MFPD', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Montrose Fire Protection District Chief T', 'ORGANIZATION'), ('National Wildfire Coordinating Group', 'ORGANIZATION'), ('Glenwood Springs', 'LOCATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Montrose Daily Press', 'ORGANIZATION'), ('Katharhynn Heidelberg', 'LOCATION'), ('Colter Meadows', 'PERSON'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Rowan', 'PERSON'), ('Pine Gulch Fire', 'ORGANIZATION'), ('Steel Canyon Fire', 'ORGANIZATION'), ('Boyd', 'PERSON'), ('Pine Gulch', 'PERSON'), ('Dave Boyd', 'PERSON'), ('Aspen', 'LOCATION'), ('Garfield', 'LOCATION'), ('Uncompahgre Plateau', 'LOCATION'), ('Montrose', 'LOCATION'), ('Spring Valley Ranch', 'LOCATION')"
Montrose_Fire_Protection_District_joins_battle__Montrose_Daily_Press_The_CO___August_25_2020.txt,"('Grand Junction', 'LOCATION'), ('Mo', 'PERSON'), ('Pine Gulch', 'LOCATION'), ('Mesa', 'LOCATION'), ('Montrose Fire Protection District', 'ORGANIZATION'), ('Glenwood Canyon', 'LOCATION'), ('Garfield County', 'LOCATION'), ('Glenwood', 'LOCATION'), ('Lookout Mountain', 'LOCATION'), ('MFPD', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Montrose Fire Protection District Chief T', 'ORGANIZATION'), ('National Wildfire Coordinating Group', 'ORGANIZATION'), ('Glenwood Springs', 'LOCATION'), ('Grizzly Creek Fire', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Montrose Daily Press', 'ORGANIZATION'), ('Katharhynn Heidelberg', 'LOCATION'), ('Colter Meadows', 'PERSON'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Rowan', 'PERSON'), ('Pine Gulch Fire', 'ORGANIZATION'), ('Steel Canyon Fire', 'ORGANIZATION'), ('Boyd', 'PERSON'), ('Pine Gulch', 'PERSON'), ('Dave Boyd', 'PERSON'), ('Aspen', 'LOCATION'), ('Garfield', 'LOCATION'), ('Uncompahgre Plateau', 'LOCATION'), ('Montrose', 'LOCATION'), ('Spring Valley Ranch', 'LOCATION')"
More East Troublesome burn areas reopen on public lands.txt,"('Trail Creek Road', 'LOCATION'), ('Williams Fork', 'ORGANIZATION'), ('Granby', 'LOCATION'), ('Grand County', 'LOCATION'), ('CO', 'LOCATION'), ('Lost Lake Trailhead', 'LOCATION'), ('Routt National Forest', 'ORGANIZATION'), ('Supply Creek Area', 'LOCATION'), ('Kawuneeche Road', 'LOCATION'), ('Supply Creek Trailhead', 'LOCATION'), ('Willow Creek Pass Trailhead', 'LOCATION'), ('Idleglen Trailhead', 'LOCATION'), ('Monte Williams', 'PERSON'), ('Arapaho National Forest', 'ORGANIZATION'), ('Illinois Pass Trailhead', 'LOCATION'), ('Stillwater Pass Road', 'LOCATION'), ('Colorado Highway', 'LOCATION'), ('Bull Mountain', 'LOCATION')"
More_East_Troublesome_burn_areas_reopen_on_public__Sky-Hi_News_Granby_CO___July_10_2021.txt,"('Trail Creek Road', 'LOCATION'), ('Williams Fork', 'ORGANIZATION'), ('Granby', 'LOCATION'), ('Grand County', 'LOCATION'), ('Lost Lake Trailhead', 'LOCATION'), ('Routt National Forest', 'ORGANIZATION'), ('Mo', 'PERSON'), ('Supply Creek Area', 'LOCATION'), ('Kawuneeche Road', 'LOCATION'), ('Supply Creek Trailhead', 'LOCATION'), ('Willow Creek Pass Trailhead', 'LOCATION'), ('Idleglen Trailhead', 'LOCATION'), ('Monte Williams', 'PERSON'), ('Arapaho National Forest', 'ORGANIZATION'), ('Illinois Pass Trailhead', 'LOCATION'), ('Stillwater Pass Road', 'LOCATION'), ('Colorado Highway', 'LOCATION'), ('Bull Mountain', 'LOCATION')"
More_fires_bigger_fires_trend_likely_to_continue__Gazette_The_Colorado_Springs_CO___November_14_2020.txt,"('Colorado', 'LOCATION'), ('Mo', 'PERSON'), ('Hayman', 'PERSON'), ('Hurteau', 'PERSON'), ('Evan Wylog', 'PERSON'), ('Peter Brown', 'PERSON'), ('Idaho', 'LOCATION'), ('Stevens-Rumann', 'PERSON'), ('Colorado Springs', 'LOCATION'), ('Montana', 'LOCATION'), ('Matthew Hurteau', 'PERSON'), ('CSU', 'ORGANIZATION'), ('California', 'LOCATION'), ('Rocky Mountain T ree-Ring Research', 'ORGANIZATION'), ('Camille Stevens-Rumann', 'PERSON'), ('Rocky Mountain', 'LOCATION'), ('University of New Mexico', 'ORGANIZATION'), ('Colorado State University', 'ORGANIZATION')"
