fire Name,NER Name Extracted
Mannix Park,"('Garrison', 'LOCATION'), ('Montana', 'LOCATION'), ('Avon Valley', 'LOCATION'), ('Montana Department of Natural Resources & Conservation', 'ORGANIZATION'), ('MT', 'LOCATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Mannix Park', 'LOCATION'), ('Powell County', 'LOCATION'), ('Powell County Southwest Montana', 'LOCATION')"
Cold,"('Yosemite National Park', 'LOCATION'), ('Glen Aulin', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Tuolumne Meadows', 'LOCATION'), ('Pacific Crest Trail', 'LOCATION')"
Dixie Post-Fire BAER,"('Wildfire-Damage Assessments Lassen County Office of Emergency Services Lassen County Department of Public Works Plumas County Office of Emergency Services Plumas County Department of Public Works Butte County Office of Emergency ManagementButte County Department of Public Works Shasta County Wildfire Recovery & Rebuilding Shasta County Emergency ServicesTehama County Office of Emergency ServicesTehama County Emergency Flood InformationTehama County Public Works Homes', 'ORGANIZATION'), ('Lassen National Forest and Plumas National Forest', 'ORGANIZATION'), ('Cascade mountains', 'LOCATION'), ('Forest Service BAER', 'ORGANIZATION'), ('NFIP', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('NRCS', 'ORGANIZATION'), ('NRCS Disaster Assistance Programs', 'ORGANIZATION'), ('Sierra Nevada', 'LOCATION'), ('National Flood Insurance Program', 'ORGANIZATION'), ('BAER', 'PERSON'), ('NFS', 'ORGANIZATION'), ('FEMA', 'ORGANIZATION')"
Pine Grove,"('Night Center', 'ORGANIZATION'), ('Fort Belknap Agency', 'ORGANIZATION'), ('Maggie Werk', 'PERSON'), ('Fort Belknap Tribe', 'LOCATION'), ('Zortman', 'PERSON'), ('Hays', 'LOCATION'), ('Pine Grove', 'LOCATION'), ('Landusky', 'PERSON'), ('Star Hill', 'ORGANIZATION')"
French Fire (CA),"('Rancheria', 'LOCATION'), ('ClosureThe Sequoia National Forest', 'ORGANIZATION'), ('OHV', 'ORGANIZATION'), ('Kern County', 'LOCATION'), ('Sequoia National Forest', 'ORGANIZATION'), ('Southern California Edison', 'ORGANIZATION'), ('BLM Bakersfield Field Office', 'ORGANIZATION'), ('Alder Creek', 'LOCATION'), ('Lake Isabella', 'LOCATION')"
Mack Mountain,"('Kettle Falls', 'LOCATION'), ('WA', 'LOCATION'), ('Spokane', 'LOCATION'), ('Colville National Forest', 'ORGANIZATION'), ('Northwest Incident Management Team', 'ORGANIZATION'), ('Boulder Creek Hwy', 'LOCATION'), ('Colville', 'LOCATION')"
Fourtown Lake ,
Petit Fire,"('Crescent Lake', 'LOCATION')"
Gabi Fire,"('Superior NF Facebook | Superior NF', 'ORGANIZATION'), ('Gabimichigami Lake', 'LOCATION')"
Steep Fire ,"('Canada', 'LOCATION')"
Rice Bay,"('Rice Bay Fire', 'LOCATION'), ('Phantom Lake', 'LOCATION')"
Second Creek ,"('Angleworm Lake', 'LOCATION')"
South Fire,
Roadside Fire,
Railroad Fire,"('Baldy Mesa OHV Staging Area', 'LOCATION')"
Black Mountain Fire,"('Grand County', 'LOCATION'), ('Organization', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Routt National Forest', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION'), ('Kremmling', 'LOCATION')"
Oak Grove Fire,"('Oak Grove Campground', 'LOCATION'), ('Mountain Mahogany', 'LOCATION')"
Knob Fire,"('Willow Creek', 'LOCATION'), ('Incident Management Team', 'ORGANIZATION')"
Chaparral Fire,"('Cleveland National Forest', 'ORGANIZATION')"
Cub Creek 2 BAER,"('Central Washington', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Greenwood,
Cedar Creek BAER,"('Central Washington', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Sand Lake Fire,"('Beaverhead-Deerlodge National Forest - Alerts & Notices', 'ORGANIZATION'), ('Wise River', 'LOCATION'), ('Beaverhead-Deerlodge National Forest', 'LOCATION'), ('Montana', 'LOCATION'), ('Sand Lake', 'LOCATION')"
Jakes Gulch,"('Sawtooth National Recreation Area', 'ORGANIZATION'), ('Sawtooth National Forest Facebook Page', 'ORGANIZATION'), ('Jakes Gulch Fire', 'ORGANIZATION'), ('Sawtooth National Forest', 'ORGANIZATION'), ('Lake Alturas', 'LOCATION'), ('Stanley Office', 'ORGANIZATION'), ('Sawtooth NRA', 'ORGANIZATION'), ('Vienna', 'LOCATION')"
Cougar Peak Fire,"('Lakeview Ranger District', 'LOCATION'), ('Fremont-Winema National Forest', 'LOCATION'), ('Klamath', 'LOCATION'), ('Lake', 'LOCATION'), ('Lakeview', 'LOCATION')"
Sand Creek Fire,"('Shoshone National Forest', 'ORGANIZATION'), ('Incident Management Team', 'ORGANIZATION'), ('Sand Creek', 'LOCATION'), ('Washakie Ranger District', 'LOCATION'), ('Wyoming', 'LOCATION')"
Cove Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
KNP Complex ,"('Sierra Nevada', 'LOCATION'), ('Ash Mountain', 'LOCATION'), ('Giant Forest', 'ORGANIZATION'), ('Sequoia', 'LOCATION'), ('Southern Sierra Nevada', 'LOCATION'), ('Sequoia National Park', 'LOCATION'), ('KNP Complex', 'ORGANIZATION'), ('Kings Canyon National Parks', 'ORGANIZATION'), ('Hospital Rock', 'LOCATION')"
Tumbledown Post-Fire BAER,"('Forest Service', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Forest Service BAER Program', 'ORGANIZATION')"
Route,"('Caltrans', 'ORGANIZATION'), ('California Highway Patrol', 'ORGANIZATION'), ('Templin Hwy', 'LOCATION')"
Windy Fire,"('Tule River Indian Reservation', 'LOCATION'), ('Capinero', 'LOCATION'), ('Lloyd Meadow', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Tulare County', 'LOCATION'), ('California', 'LOCATION'), ('Sequoia National Forest', 'ORGANIZATION'), ('Ponderosa', 'LOCATION'), ('Crawford', 'PERSON'), ('Giants', 'ORGANIZATION')"
Caldor Post-Fire BAER,"('El Dorado County Emergency Services El Dorado County – Caldor Fire Recovery Information Amador County Office of Emergency Services Amador County Transportation & Public Works Alpine County Public Works Alpine County Emergency Alerts Homes', 'ORGANIZATION'), ('Sierra Nevada mountains', 'LOCATION'), ('Forest Service BAER', 'ORGANIZATION'), ('NFIP', 'ORGANIZATION'), ('Eldorado National Forest and Lake Tahoe Basin Management Unit', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('CALDOR', 'ORGANIZATION'), ('NRCS', 'ORGANIZATION'), ('NRCS Disaster Assistance Programs', 'ORGANIZATION'), ('Caldor', 'ORGANIZATION'), ('National Flood Insurance Program', 'ORGANIZATION'), ('BAER', 'PERSON'), ('NFS', 'ORGANIZATION'), ('FEMA', 'ORGANIZATION')"
Big Meadow Fire,"('28910 Highway 20 West', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Northwest Interagency Incident Management Team', 'ORGANIZATION'), ('Silver Creek Rangeland Fire Protection Association', 'ORGANIZATION'), ('Burns Interagency Fire Zone', 'ORGANIZATION'), ('Hines', 'LOCATION'), ('Bureau of Land Management and U.S. Forest', 'ORGANIZATION'), ('Riley Store', 'ORGANIZATION'), ('Silver Creek', 'LOCATION'), ('Harney County', 'LOCATION'), ('Harney County Sporting Goods', 'ORGANIZATION'), ('Big Meadow', 'LOCATION'), ('Command Post', 'ORGANIZATION'), ('Oregon', 'LOCATION')"
Huff Fire,"('Forest Service', 'ORGANIZATION'), ('Archer County', 'LOCATION'), ('Lakeside City', 'LOCATION'), ('Texas', 'LOCATION')"
Woods Creek BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Twentyfive Mile BAER,"('BAER', 'ORGANIZATION'), ('Central Washington Fire Recovery 2021 Burned Area Emergency Response', 'ORGANIZATION'), ('BAER', 'PERSON')"
McFarland Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Emigrant,"('Pyramid Lake', 'LOCATION'), ('California Highway Patrol', 'ORGANIZATION'), ('Vista Del Lago', 'LOCATION'), ('Montana', 'LOCATION'), ('Southern California', 'LOCATION'), ('Colorado', 'LOCATION'), ('Arizona', 'LOCATION'), ('Emigrant Landing Day Use Area', 'LOCATION'), ('US Forest Service', 'ORGANIZATION'), ('Vista Del Lago', 'PERSON'), ('Caltrans', 'ORGANIZATION'), ('Vista Del Lago', 'ORGANIZATION'), ('Los Angeles County Fire Department', 'ORGANIZATION'), ('Idaho', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION')"
Five Spots Fire,"('Comanche County EMC', 'ORGANIZATION')"
Monument-Knob Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Southwest District BLM Prescribed Fire ,"('BLM', 'ORGANIZATION'), ('Colorado State Air Pollution Control Division', 'ORGANIZATION'), ('Bureau of Land Management Southwest District', 'ORGANIZATION'), ('Gunnison', 'LOCATION'), ('Tres Rios', 'PERSON')"
Bog Fire,"('Gallo Mountain', 'LOCATION'), ('Catron County', 'LOCATION'), ('Quemado Ranger District', 'LOCATION'), ('Quemado', 'LOCATION'), ('Gila National Forest', 'ORGANIZATION')"
French Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Red Road Fire,"('Red Road Fire', 'LOCATION'), ('Burkburnett Task Force', 'ORGANIZATION'), ('Jacksboro FD', 'ORGANIZATION'), ('Red Road', 'LOCATION'), ('Mineral Well Task Force', 'ORGANIZATION')"
Shedhorn Fire,
Ptarmigan Fire,"('Silverthorne Town Hall', 'LOCATION'), ('Ptarmigan Fire', 'ORGANIZATION'), ('EMS', 'ORGANIZATION'), ('Office and Summit Fire', 'ORGANIZATION'), ('Summit County', 'LOCATION'), ('Chris Stewart', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION')"
South Moccasin ,"('Lewistown', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('South Moccasin Mountain Range', 'LOCATION'), ('DNRC', 'ORGANIZATION'), ('Fergus County', 'LOCATION')"
Crown Mountain Fire,"('Clark National Forest', 'ORGANIZATION'), ('Smith Creek', 'LOCATION'), ('MT', 'LOCATION'), ('Double Falls', 'ORGANIZATION'), ('Augusta', 'LOCATION'), ('Montana State Highway 287', 'LOCATION'), ('Ford Creek', 'LOCATION'), ('Choteau', 'LOCATION')"
Schneider Springs BAER,"('BAER', 'ORGANIZATION'), ('Okanogan-Wenatchee National Forest', 'ORGANIZATION'), ('WA', 'LOCATION'), ('Schneider Springs Fire BAER', 'ORGANIZATION'), ('Naches', 'PERSON')"
CAIWA Annual Academy,"('Camp Swift National Guard Facility', 'ORGANIZATION'), ('National Wildfire Coordinating Group', 'ORGANIZATION'), ('Bastrop', 'LOCATION'), ('Bastrop Complex Fire', 'ORGANIZATION'), ('Central Texas', 'LOCATION'), ('Texas', 'LOCATION'), ('Camp Swift', 'LOCATION'), ('NWCG', 'ORGANIZATION'), ('Lost Pines', 'LOCATION'), ('Texas Interagency Wildfire', 'ORGANIZATION')"
Alisal Fire,
681490 Fire,"('Forest Service', 'ORGANIZATION'), ('Hidalgo County', 'LOCATION'), ('McCook', 'PERSON'), ('Texas', 'LOCATION')"
David Canyon RX - Sandia RD,
"Copperton RX Burn, Mt Taylor RD","('Gallup', 'ORGANIZATION'), ('Zuni Mountains', 'LOCATION'), ('Sawyer', 'PERSON'), ('Millan', 'PERSON'), ('Post Office Flats', 'LOCATION'), ('Ramah', 'LOCATION'), ('Thoreau', 'PERSON'), ('Copperton', 'LOCATION'), ('Redondo', 'LOCATION')"
Windy Post-Fire BAER,"('Long-Term Recovery and Restoration', 'ORGANIZATION'), ('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration o Fire Suppression Repair', 'ORGANIZATION')"
Fall 2021 Bastrop County Prescribed Burn,"('Bastrop County', 'LOCATION'), ('Texas A & M Forest Service', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Camp Swift Training Center', 'LOCATION'), ('TX', 'LOCATION'), ('Texas Army National Guard', 'ORGANIZATION'), ('Rosanky', 'LOCATION')"
River Complex Post-Fire BAER,"('Grider', 'PERSON'), ('Scott River', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('MCCASH', 'PERSON'), ('Klamath', 'LOCATION'), ('National Flood Insurance Program', 'ORGANIZATION'), ('Trinity County Office of Emergency Services · Trinity County Water Resources · Trinity County Department of Transportation · Siskiyou County Emergency Services · Siskiyou County Emergency Preparedness · Siskiyou County Flood Control · Siskiyou County Public Works Homes', 'ORGANIZATION'), ('Horse Creek', 'LOCATION'), ('NRCS', 'ORGANIZATION'), ('Cascade', 'LOCATION'), ('Sierra Nevada', 'LOCATION'), ('FEMA', 'ORGANIZATION'), ('BAER', 'PERSON'), ('NFS', 'ORGANIZATION'), ('Klamath mountains', 'LOCATION'), ('Forest Service BAER', 'ORGANIZATION'), ('NRCS Disaster Assistance Programs', 'ORGANIZATION'), ('NFIP', 'ORGANIZATION'), ('McCash', 'PERSON')"
Shasta-Trinity RX Burning 2021-2022,"('Charlie Creek', 'LOCATION'), ('Shasta-Trinity National Forest', 'ORGANIZATION'), ('Lakeshore', 'LOCATION'), ('Denny Road', 'LOCATION'), ('Trinity Post', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Shasta Lake National Recreation Area', 'ORGANIZATION'), ('Trinity Lake', 'LOCATION'), ('Highway 299', 'LOCATION'), ('Wildwood', 'LOCATION'), ('Long Canyon', 'LOCATION'), ('McCloud Flats', 'LOCATION'), ('Underwood Mountain', 'LOCATION'), ('NRA', 'ORGANIZATION'), ('Brien Mtn', 'LOCATION'), ('Hayfork', 'LOCATION'), ('Weaverville.Trinity River', 'LOCATION'), ('Silverthorn', 'LOCATION'), ('Little Dog Creek', 'LOCATION'), ('Yolla Bolla Wilderness', 'LOCATION'), ('Shasta Lake', 'LOCATION'), ('Harrison Gulch District Office', 'ORGANIZATION'), ('Plummer', 'PERSON'), ('Long Canyon Estates', 'LOCATION'), ('Platina', 'LOCATION'), ('Weaverville Community Forest', 'ORGANIZATION'), ('McCloud.Mt Shasta Area', 'LOCATION'), ('Forest Service Fire Stations', 'ORGANIZATION'), ('Weaverville', 'LOCATION'), ('Squaw', 'LOCATION'), ('Mt Shasta City', 'LOCATION'), ('Hyampom Mountain', 'LOCATION'), ('Junction City', 'LOCATION'), ('State', 'ORGANIZATION'), ('Jones Valley', 'LOCATION'), ('Shasta-Trinity National Forest Website', 'ORGANIZATION'), ('Kevin Osborne', 'PERSON'), ('Pilgrim Creek Snowmobile Park', 'LOCATION'), ('East Fork', 'LOCATION'), ('Trinity River Management Unit', 'ORGANIZATION'), ('Pattison Peak', 'PERSON'), ('Hyampom', 'LOCATION'), ('McCloud', 'PERSON'), ('National Recreation Area', 'ORGANIZATION'), ('Shasta McCloud Management Unit', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('Northern California', 'LOCATION'), ('Lakeshore along Forest Road', 'LOCATION'), ('Trinity Dam', 'LOCATION'), ('Packers Bay', 'LOCATION')"
McCash Post-Fire BAER,"('Grider', 'PERSON'), ('Scott River', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('MCCASH', 'PERSON'), ('Klamath', 'LOCATION'), ('National Flood Insurance Program', 'ORGANIZATION'), ('Horse Creek', 'LOCATION'), ('Trinity County Office of Emergency Services · Trinity County Water Resources · Trinity County Department of Transportation · Siskiyou County Emergency Services · Siskiyou County Emergency Preparedness · Siskiyou County Flood Control · Siskiyou County Public WorksHomes', 'ORGANIZATION'), ('NRCS', 'ORGANIZATION'), ('Cascade', 'LOCATION'), ('Sierra Nevada', 'LOCATION'), ('FEMA', 'ORGANIZATION'), ('BAER', 'PERSON'), ('NFS', 'ORGANIZATION'), ('Klamath mountains', 'LOCATION'), ('Forest Service BAER', 'ORGANIZATION'), ('NRCS Disaster Assistance Programs', 'ORGANIZATION'), ('NFIP', 'ORGANIZATION'), ('McCash', 'PERSON')"
Valley RX Burns,"('Valley Loop Trail', 'LOCATION'), ('Southside Drive', 'LOCATION'), ('Yosemite Valley', 'LOCATION'), ('El Capitan Crossover', 'LOCATION'), ('Park', 'PERSON')"
Pipeline Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
Alisal Post-Fire BAER,"('Wildfire-Damage AssessmentsSanta Barbara County Office of Emergency ManagementSanta Barbara County Emergency ReadySanta Barbara County Storm ReadySanta Barbara County Public Works DepartmentSanta Barbara County Flood Control Homes', 'ORGANIZATION'), ('Forest Service BAER', 'ORGANIZATION'), ('NFIP', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Los Padres National Forest', 'ORGANIZATION'), ('NRCS', 'ORGANIZATION'), ('NRCS Disaster Assistance Programs', 'ORGANIZATION'), ('National Flood Insurance Program', 'ORGANIZATION'), ('BAER', 'PERSON'), ('NFS', 'ORGANIZATION'), ('FEMA', 'ORGANIZATION')"
Blue,"('Texas A & M Forest Service', 'ORGANIZATION')"
Pond,"('Texas A & M Forest Service', 'ORGANIZATION')"
Aztec Springs Prescribed Burn,"('Nichols Reservoir', 'LOCATION'), ('Santa Fe Watershed', 'ORGANIZATION'), ('Aztec Springs', 'LOCATION'), ('Santa Fe', 'LOCATION'), ('Santa Fe Municipal Watershed', 'ORGANIZATION'), ('Santa Fe National Forest', 'ORGANIZATION')"
Red Fence Fire,"('State Highway 283', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Shackelford County', 'LOCATION')"
Sterling 350 Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Howard County', 'LOCATION')"
Buck Fire,"('Throckmorton', 'LOCATION'), ('Throckmorton County', 'LOCATION')"
Thunderbird (Ox Unit) Rx,"('Forest Service', 'ORGANIZATION'), ('USDA', 'ORGANIZATION'), ('Manzano', 'PERSON'), ('Mountainair Ranger District', 'LOCATION'), ('Cibola National Forest & National Grasslands', 'ORGANIZATION'), ('Cibola NF & NGs Facebook & Twitter', 'ORGANIZATION'), ('Belen', 'PERSON'), ('Rio Communities', 'LOCATION'), ('Cibola National Forest', 'ORGANIZATION'), ('Cibola NF', 'ORGANIZATION'), ('Los Lunas', 'LOCATION'), ('Estancia Valley', 'LOCATION'), ('Albuquerque', 'LOCATION'), ('Mountainair', 'LOCATION'), ('New Mexico', 'LOCATION'), ('Environmental Public Health Tracking', 'ORGANIZATION'), ('Cibola National Forest and National Grasslands 2113 Osuna Road NE Albuquerque', 'ORGANIZATION'), ('Mountainair Ranger District Office', 'ORGANIZATION'), ('New Mexico Department of Health', 'ORGANIZATION'), ('Arlene Pereaarlene.perea', 'PERSON'), ('Punta de Agua', 'PERSON'), ('Game Road', 'LOCATION'), ('Cibola NF & NGs', 'ORGANIZATION')"
Hamilton Fire,"('Texas A & M Forest Service', 'ORGANIZATION')"
Baney Unit 3C RX Fire - Magdalena RD,"('Environmental Public Health Tracking', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('New Mexico Department of Health', 'ORGANIZATION')"
Liberty Prescribed Fire,"('Liberty Road', 'LOCATION'), ('National Weather Service', 'ORGANIZATION'), ('Colorado State Highway', 'ORGANIZATION'), ('Rio Grande National Forest', 'LOCATION'), ('Colorado', 'LOCATION'), ('Baca Grande', 'LOCATION'), ('San Luis Valley', 'LOCATION'), ('PreserveNational Park ServiceRio Grande National ForestUS Forest Service', 'ORGANIZATION'), ('Crestone', 'ORGANIZATION'), ('Baca Grande Subdivision', 'LOCATION'), ('Great Sand Dunes National Park', 'LOCATION'), ('Liberty Prescribed Fire Information Great Sand Dunes National Park', 'ORGANIZATION')"
Indiana Dunes Fall 2021 Prescribed Fire,"('National Park Service', 'ORGANIZATION'), ('Indiana Dunes National Park', 'LOCATION')"
Hoosier National Forest Prescribed Fire ,"('Indiana Interagency Coordination Center Dispatcher', 'ORGANIZATION'), ('National Weather Service', 'ORGANIZATION'), ('Facebook', 'ORGANIZATION'), ('National Forest System', 'ORGANIZATION'), ('Martin', 'PERSON'), ('Monroe', 'PERSON'), ('Bedford', 'LOCATION'), ('Lawrence', 'PERSON'), ('Indiana', 'LOCATION'), ('Perry', 'PERSON'), ('Brown', 'PERSON'), ('Indiana Interagency Coordination Center', 'ORGANIZATION'), ('Jackson', 'PERSON'), ('Crawford', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION')"
Big Mountain Prescribed Burn,"('Pendleton County', 'LOCATION'), ('Julie Fosbender', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Monongahela National Forest', 'ORGANIZATION'), ('Big Mountain', 'LOCATION'), ('Cherry Grove', 'LOCATION')"
Klamath NF Fall/Winter '21 Rx Burning,"('Bacon Rind', 'LOCATION'), ('Seiad', 'LOCATION'), ('Bray', 'LOCATION'), ('Red Salmon Fire', 'ORGANIZATION'), ('Klamath National Forest', 'LOCATION'), ('North', 'LOCATION'), ('Shovel Creek Meadow', 'LOCATION'), ('Lee', 'PERSON'), ('Horse Creek', 'LOCATION'), ('Kangaroo Lake', 'LOCATION'), ('Petersburg Heli Project', 'ORGANIZATION'), ('Green Horn Ridge', 'ORGANIZATION'), ('Yreka', 'LOCATION'), ('Martin', 'PERSON'), ('Cabin Meadows', 'LOCATION'), ('Siskiyou County', 'LOCATION'), ('Cecilville', 'LOCATION'), ('Salmon River', 'LOCATION'), ('Doggett Creek', 'LOCATION'), ('Lake Mountain', 'LOCATION'), ('Black Rock Fire Management Zone', 'LOCATION'), ('Butte Mountain', 'LOCATION'), ('Godfrey', 'LOCATION'), ('Klamath National Forest', 'ORGANIZATION'), ('Scott Bar Station', 'ORGANIZATION'), ('Willow Creek Mountain', 'LOCATION'), ('Oak Knoll', 'ORGANIZATION'), ('Happy Camp', 'ORGANIZATION'), ('Scott Bar', 'LOCATION')"
County Line Prescribed Burn,"('Julie Fosbender', 'PERSON'), ('Pocahontas', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Camp Wood', 'LOCATION'), ('Monongahela National Forest', 'ORGANIZATION'), ('Greenbrier', 'LOCATION')"
